x_values, observed, sim_initial_guess, sim_MAP, sim_mu_AP
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.850000000000000089e-01,7.777000000000000248e-06,3.958814379404783963e-09,9.891472561208488213e-04,9.891472561208488213e-04
7.700000000000000178e-01,2.981825000000000203e-05,8.076958040576583918e-09,1.998463710306690004e-03,1.998463710306690004e-03
1.155000000000000027e+00,7.005075000000000689e-05,1.236041909889345643e-08,3.028256098104522773e-03,3.028256098104522773e-03
1.540000000000000036e+00,1.323630000000000065e-04,1.681539430424750328e-08,4.078832522962607364e-03,4.078832522962607364e-03
1.925000000000000044e+00,2.207590000000000051e-04,2.144829571769286839e-08,5.150502217677026089e-03,5.150502217677026089e-03
2.310000000000000053e+00,3.393197499999999660e-04,2.626575758182476463e-08,6.243575390904690901e-03,6.243575390904690901e-03
2.694999999999999840e+00,4.909327499999998441e-04,3.127464339030355984e-08,7.358363193642265127e-03,7.358363193642265127e-03
3.080000000000000071e+00,6.784277499999999319e-04,3.648205316134127645e-08,8.495177533818648596e-03,8.495177533818648596e-03
3.464999999999999858e+00,9.042687499999997776e-04,4.189533092040713487e-08,9.654330916319482994e-03,9.654330916319482994e-03
3.850000000000000089e+00,1.171324000000000063e-03,4.752207239757110346e-08,1.083613628501067620e-02,1.083613628501067620e-02
4.235000000000000320e+00,1.482076750000000179e-03,5.337013294497268342e-08,1.204090685508968535e-02,1.204090685508968535e-02
4.620000000000000107e+00,1.838914000000000087e-03,5.944763568002339831e-08,1.326895594004631751e-02,1.326895594004631751e-02
5.004999999999999893e+00,2.244280499999999710e-03,6.576297986007624341e-08,1.452059677273719734e-02,1.452059677273719734e-02
5.389999999999999680e+00,2.700216749999999680e-03,7.232484949442114069e-08,1.579614231809883113e-02,1.579614231809883113e-02
5.775000000000000355e+00,3.209167500000000353e-03,7.914222219959417484e-08,1.709590507769528228e-02,1.709590507769528228e-02
6.160000000000000142e+00,3.773250249999999997e-03,8.622437830411979440e-08,1.842019688680431727e-02,1.842019688680431727e-02
6.544999999999999929e+00,4.393850999999999833e-03,9.358091020893041775e-08,1.976932870735144745e-02,1.976932870735144745e-02
6.929999999999999716e+00,5.071662749999999824e-03,1.012217320092684714e-07,2.114361042323011780e-02,2.114361042323011780e-02
7.315000000000000391e+00,5.806512250000001388e-03,1.091570893859356678e-07,2.254335060523956352e-02,2.254335060523956352e-02
7.700000000000000178e+00,6.596282000000001054e-03,1.173975697719979133e-07,2.396885627447772893e-02,2.396885627447772893e-02
8.085000000000000853e+00,7.437468500000002369e-03,1.259541128012219645e-07,2.542043265874187330e-02,2.542043265874187330e-02
8.470000000000000639e+00,8.324855000000002531e-03,1.348380210455448056e-07,2.689838297149684324e-02,2.689838297149684324e-02
8.855000000000000426e+00,9.253167000000001377e-03,1.440609710486808722e-07,2.840300815339914103e-02,2.840300815339914103e-02
9.240000000000000213e+00,1.021697600000000088e-02,1.536350246631222090e-07,2.993460659126704476e-02,2.993460659126704476e-02
9.625000000000000000e+00,1.121171974999999980e-02,1.635726406979412745e-07,3.149347385060151383e-02,3.149347385060151383e-02
1.000999999999999979e+01,1.223298999999999914e-02,1.738866868849615471e-07,3.307990243362002314e-02,3.307990243362002314e-02
1.039499999999999957e+01,1.327695599999999775e-02,1.845904521710205171e-07,3.469418145938487491e-02,3.469418145938487491e-02
1.077999999999999936e+01,1.434080724999999695e-02,1.956976593442111514e-07,3.633659635352037842e-02,3.633659635352037842e-02
1.116499999999999915e+01,1.542275349999999712e-02,2.072224780021535162e-07,3.800742858109422417e-02,3.800742858109422417e-02
1.155000000000000071e+01,1.652162050000000049e-02,2.191795379144691272e-07,3.970695534386523701e-02,3.970695534386523701e-02
1.193500000000000050e+01,1.763623400000000063e-02,2.315839425550031375e-07,4.143544922409064107e-02,4.143544922409064107e-02
1.232000000000000028e+01,1.876611275000000106e-02,2.444512833027531241e-07,4.319317789831784993e-02,4.319317789831784993e-02
1.270500000000000007e+01,1.991131449999999914e-02,2.577976538062549302e-07,4.498040379352140350e-02,4.498040379352140350e-02
1.308999999999999986e+01,2.107214724999999927e-02,2.716396647886899147e-07,4.679738370815578891e-02,4.679738370815578891e-02
1.347499999999999964e+01,2.225069000000000005e-02,2.859944592469408196e-07,4.864436852369165981e-02,4.864436852369165981e-02
1.385999999999999943e+01,2.344775124999999918e-02,3.008797280538806633e-07,5.052160281946320441e-02,5.052160281946320441e-02
1.424499999999999922e+01,2.466527524999999679e-02,3.163137259733670289e-07,5.242932451544813494e-02,5.242932451544813494e-02
1.463000000000000078e+01,2.590632275000000206e-02,3.323152880976046726e-07,5.436776440262063720e-02,5.436776440262063720e-02
1.501500000000000057e+01,2.717420475000000002e-02,3.489038467167348575e-07,5.633714596529667412e-02,5.633714596529667412e-02
1.540000000000000036e+01,2.847413799999999953e-02,3.660994486307070178e-07,5.833768480307691129e-02,5.833768480307691129e-02
1.578500000000000014e+01,2.981187824999999986e-02,3.839227729136883617e-07,6.036958832992692092e-02,6.036958832992692092e-02
1.617000000000000171e+01,3.119425925000000530e-02,4.023951491406412800e-07,6.243305536704708142e-02,6.243305536704708142e-02
1.655499999999999972e+01,3.262849974999999791e-02,4.215385760866657352e-07,6.452827574044385506e-02,6.452827574044385506e-02
1.694000000000000128e+01,3.412251150000000094e-02,4.413757409144497332e-07,6.665542985176395319e-02,6.665542985176395319e-02
1.732499999999999929e+01,3.568436024999999123e-02,4.619300388555935254e-07,6.881468825218661767e-02,6.881468825218661767e-02
1.771000000000000085e+01,3.732159200000000066e-02,4.832255933987597864e-07,7.100621122589484413e-02,7.100621122589484413e-02
1.809499999999999886e+01,3.904225324999999192e-02,5.052872769962994875e-07,7.323014835755024821e-02,7.323014835755024821e-02
1.848000000000000043e+01,4.085402475000000228e-02,5.281407323011140964e-07,7.548663809455366525e-02,7.548663809455366525e-02
1.886499999999999844e+01,4.276310499999999570e-02,5.518123939457345345e-07,7.777580729694705264e-02,7.777580729694705264e-02
1.925000000000000000e+01,4.477528825000000323e-02,5.763295108758379925e-07,8.009777078405590223e-02,8.009777078405590223e-02
1.963500000000000156e+01,4.689565650000001445e-02,6.017201692506481615e-07,8.245263090503328340e-02,8.245263090503328340e-02
2.001999999999999957e+01,4.912950350000000466e-02,6.280133159229157483e-07,8.484047707316037801e-02,8.484047707316037801e-02
2.040500000000000114e+01,5.148250800000001709e-02,6.552387825114093356e-07,8.726138528493078417e-02,8.726138528493078417e-02
2.078999999999999915e+01,5.395952100000000334e-02,6.834273100790954688e-07,8.971541770546470618e-02,8.971541770546470618e-02
2.117500000000000071e+01,5.656335300000001065e-02,7.126105744304435000e-07,9.220262216447006054e-02,9.220262216447006054e-02
2.155999999999999872e+01,5.929642949999999746e-02,7.428212120415318051e-07,9.472303169725311556e-02,9.472303169725311556e-02
2.194500000000000028e+01,6.216123375000000978e-02,7.740928466369070678e-07,9.727666407522239655e-02,9.727666407522239655e-02
2.232999999999999829e+01,6.515996024999999581e-02,8.064601164273908887e-07,9.986352136711285077e-02,9.986352136711285077e-02
2.271499999999999986e+01,6.829324425000000975e-02,8.399587020233149146e-07,1.024835894420093596e-01,1.024835894420093596e-01
2.310000000000000142e+01,7.156098950000001901e-02,8.746253550379136471e-07,1.051368374931981320e-01,1.051368374931981320e-01
2.348499999999999943e+01,7.496331150000000443e-02,9.104979273958978043e-07,1.078232175657547059e-01,1.078232175657547059e-01
2.387000000000000099e+01,7.850173100000001902e-02,9.476154013624967538e-07,1.105426640865535964e-01,1.105426640865535964e-01
2.425499999999999901e+01,8.217636350000000200e-02,9.860179203085412368e-07,1.132950934108221536e-01,1.132950934108221536e-01
2.464000000000000057e+01,8.598736300000001109e-02,1.025746820227455652e-06,1.160804033745443248e-01,1.160804033745443248e-01
2.502499999999999858e+01,8.993245799999999290e-02,1.066844662020299687e-06,1.188984728337715013e-01,1.188984728337715013e-01
2.541000000000000014e+01,9.400947325000000299e-02,1.109355264565315773e-06,1.217491612205873625e-01,1.217491612205873625e-01
2.579500000000000171e+01,9.821450100000002348e-02,1.153323738588719199e-06,1.246323081073447275e-01,1.246323081073447275e-01
2.617999999999999972e+01,1.025433447500000012e-01,1.198796521353783263e-06,1.275477327784908799e-01,1.275477327784908799e-01
2.656500000000000128e+01,1.069926742500000166e-01,1.245821412185578733e-06,1.304952337550246977e-01,1.304952337550246977e-01
2.694999999999999929e+01,1.115594864999999991e-01,1.294447608849025757e-06,1.334745883661545285e-01,1.334745883661545285e-01
2.733500000000000085e+01,1.162395080000000192e-01,1.344725744790158938e-06,1.364855523463926745e-01,1.364855523463926745e-01
2.771999999999999886e+01,1.210293699999999972e-01,1.396707927267983611e-06,1.395278594274202699e-01,1.395278594274202699e-01
2.810500000000000043e+01,1.259233167500000139e-01,1.450447776412834753e-06,1.426012209453876856e-01,1.426012209453876856e-01
2.848999999999999844e+01,1.309152267500000022e-01,1.506000465200604459e-06,1.457053254792615160e-01,1.457053254792615160e-01
2.887500000000000000e+01,1.359999025000000195e-01,1.563422760373287538e-06,1.488398384786774331e-01,1.488398384786774331e-01
2.926000000000000156e+01,1.411728202500000529e-01,1.622773064325636591e-06,1.520044019139496771e-01,1.520044019139496771e-01
2.964499999999999957e+01,1.464287055000000337e-01,1.684111457977917380e-06,1.551986339447518071e-01,1.551986339447518071e-01
3.003000000000000114e+01,1.517611672500000508e-01,1.747499744655090539e-06,1.584221285927496781e-01,1.584221285927496781e-01
3.041499999999999915e+01,1.571642187500000287e-01,1.813001494993098659e-06,1.616744554307352477e-01,1.616744554307352477e-01
3.080000000000000071e+01,1.626318925000000415e-01,1.880682092893311540e-06,1.649551593110878400e-01,1.649551593110878400e-01
3.118499999999999872e+01,1.681590295000000013e-01,1.950608782546522066e-06,1.682637601067745736e-01,1.682637601067745736e-01
3.157000000000000028e+01,1.737361395000000253e-01,2.022850716548287486e-06,1.715997524742132463e-01,1.715997524742132463e-01
3.195499999999999829e+01,1.793548295000000070e-01,2.097479005127739983e-06,1.749626056245380812e-01,1.749626056245380812e-01
3.234000000000000341e+01,1.850066295000000749e-01,2.174566766512421308e-06,1.783517631346246690e-01,1.783517631346246690e-01
3.272500000000000142e+01,1.906829925000000370e-01,2.254189178452025776e-06,1.817666427855676725e-01,1.817666427855676725e-01
3.310999999999999943e+01,1.963767767500000094e-01,2.336423530924381243e-06,1.852066364267238308e-01,1.852066364267238308e-01
3.349499999999999744e+01,2.020809367499999676e-01,2.421349280047334790e-06,1.886711098611410231e-01,1.886711098611410231e-01
3.388000000000000256e+01,2.077888890000000321e-01,2.509048103220659427e-06,1.921594027429887608e-01,1.921594027429887608e-01
3.426500000000000057e+01,2.134931260000000053e-01,2.599603955522461897e-06,1.956708285383224610e-01,1.956708285383224610e-01
3.464999999999999858e+01,2.191835799999999890e-01,2.693103127385028258e-06,1.992046745091916871e-01,1.992046745091916871e-01
